,name,Price,year,kms_driven,fuel_type,company
5398,Mahindra Marazzo M8,1335000,2019,33000,Diesel,Mahindra
5399,Maruti Swift Dzire,530000,2014,101931,Diesel,Maruti
5400,Renault Scala Diesel,380000,2014,120000,Diesel,Renault
5401,Maruti Swift VDI,600000,2018,110000,Diesel,Maruti
5402,Maruti Swift LDI,575000,2016,82000,Diesel,Maruti
5403,Hyundai i20 Sportz,540000,2015,90000,Diesel,Hyundai
5404,Maruti Alto 800,300000,2015,35236,Petrol,Maruti
5405,Hyundai Santro Xing,100000,2006,80000,Petrol,Hyundai
5406,Hyundai Verna CRDi,900000,2018,75000,Diesel,Hyundai
5407,Maruti Alto K10,350000,2015,25000,Petrol,Maruti
5408,Mahindra TUV 300,725000,2016,58000,Diesel,Mahindra
5409,Mahindra XUV500 W8,850000,2015,63516,Diesel,Mahindra
5410,Mercedes-Benz A Class,1550000,2014,51000,Diesel,Mercedes-Benz
5411,Maruti Ciaz 1.4,840000,2018,14000,Petrol,Maruti
5412,Maruti Wagon R,490000,2019,11400,Petrol,Maruti
5413,Maruti Celerio VXI,465000,2014,39000,Petrol,Maruti
5414,Hyundai Xcent 1.1,575000,2014,54000,Diesel,Hyundai
5415,Ford Ecosport 2015-2021,850000,2018,60000,Diesel,Ford
5416,Hyundai i10 Magna,145000,2009,80000,Petrol,Hyundai
5417,BMW 3 Series,3000000,2015,40000,Diesel,BMW
5418,Fiat Grande Punto,270000,2014,135000,Diesel,others
5419,Hyundai Xcent 1.2,511000,2016,33500,Petrol,Hyundai
5420,Honda City i,580000,2014,98000,Diesel,Honda
5421,Hyundai Grand i10,600000,2017,25000,Petrol,Hyundai
5422,Maruti Baleno Zeta,645000,2017,75000,Diesel,Maruti
5423,Maruti Swift VDI,620000,2016,46852,Diesel,Maruti
5424,Hyundai Santro Xing,161000,2006,85000,Petrol,Hyundai
5425,Honda City 2017-2020,235000,2008,70000,Petrol,Honda
5426,Maruti XL6 Alpha,1150000,2020,14000,Petrol,Maruti
5427,Maruti Ritz LDi,385000,2016,75000,Diesel,Maruti
5428,Mahindra Xylo D4,500000,2017,120000,Diesel,Mahindra
5429,Mahindra Thar CRDe,850000,2017,30000,Diesel,Mahindra
5430,Maruti Celerio VDi,290000,2015,50000,Diesel,Maruti
5431,Mercedes-Benz B-Class B180,3000000,2017,10000,Petrol,Mercedes-Benz
5432,Maruti Swift Ldi,250000,2010,100000,Diesel,Maruti
5433,Maruti Wagon R,325000,2016,40000,Petrol,Maruti
5434,Maruti Ciaz ZDi,651000,2016,99000,Diesel,Maruti
5435,Chevrolet Sail Hatchback,365000,2013,60000,Diesel,Chevrolet
5436,Datsun GO Plus,350000,2017,35000,Petrol,others
5437,Hyundai Santro LP,90000,2007,90000,Petrol,Hyundai
5438,Toyota Corolla Altis,1375000,2016,38000,Petrol,Toyota
5439,Volkswagen Polo Diesel,400000,2013,60000,Diesel,Volkswagen
5440,Honda City 1.5,320000,2009,80000,Petrol,Honda
5441,Mahindra XUV500 W10,1350000,2015,87000,Diesel,Mahindra
5442,Maruti Swift VXI,540000,2015,43000,Petrol,Maruti
5443,Maruti Baleno Delta,670000,2017,35000,Petrol,Maruti
5444,Honda City 1.5,350000,2009,68759,Petrol,Honda
5445,Audi A3 35,2401000,2019,45000,Diesel,Audi
5446,Volkswagen Polo Petrol,441000,2015,87566,Petrol,Volkswagen
5447,Honda Mobilio V,575000,2014,78224,Diesel,Honda
5448,Ford Aspire 1.2,590000,2017,20000,Petrol,Ford
5449,Skoda Rapid 1.6,685000,2016,31800,Petrol,Skoda
5450,Hyundai Creta 1.6,1350000,2019,5000,Petrol,Hyundai
5451,Chevrolet Cruze LTZ,450000,2013,83765,Diesel,Chevrolet
5452,Maruti Wagon R,434999,2017,41000,Petrol,Maruti
5453,Maruti Baleno Alpha,850000,2018,60000,Diesel,Maruti
5454,Renault KWID RXT,429000,2020,4000,Petrol,Renault
5455,Ford Ecosport 2015-2021,599000,2015,69000,Diesel,Ford
5456,Toyota Innova Crysta,1500000,2016,120000,Diesel,Toyota
5457,Maruti Ciaz 1.4,990000,2018,29349,Petrol,Maruti
5458,Audi A4 30,3400000,2018,17000,Petrol,Audi
5459,Toyota Fortuner 4x4,1400000,2012,74896,Diesel,Toyota
5460,BMW 3 Series,925000,2010,51000,Diesel,BMW
5461,Honda CR-V 2.4,475000,2007,87000,Petrol,Honda
5462,Maruti Swift VDI,450000,2013,77831,Diesel,Maruti
5463,Maruti Celerio ZXI,495000,2019,58000,Petrol,Maruti
5464,Maruti Swift Dzire,560000,2017,120000,Diesel,Maruti
5465,Toyota Innova 2.5,1035000,2012,63000,Diesel,Toyota
5466,Maruti Ciaz 1.4,795000,2017,32000,Petrol,Maruti
5467,Hyundai Grand i10,405000,2015,45000,Petrol,Hyundai
5468,Honda Amaze S,550000,2014,20000,Petrol,Honda
5469,Toyota Innova Crysta,1925000,2018,65750,Diesel,Toyota
5470,Tata Tiago 1.05,425000,2018,60000,Diesel,Tata
5471,Toyota Innova 2.5,1611000,2016,44236,Diesel,Toyota
5472,Maruti Alto 800,290000,2018,80000,Petrol,Maruti
5473,Maruti Ritz LDi,300000,2016,70000,Diesel,Maruti
5474,Maruti Wagon R,375000,2015,60000,Petrol,Maruti
5475,Tata Safari Storme,800000,2015,147000,Diesel,Tata
5476,Renault KWID RXT,350000,2017,40000,Petrol,Renault
5477,Maruti Eeco 5,260000,2010,97438,CNG,Maruti
5478,Mahindra TUV 300,725000,2015,65500,Diesel,Mahindra
5479,Datsun RediGO 1.0,254999,2018,30000,Petrol,others
5480,Audi Q3 35,2200000,2015,54000,Diesel,Audi
5481,Renault KWID RXT,310000,2015,30000,Petrol,Renault
5482,Mercedes-Benz GL-Class Progressive,5100000,2018,20000,Diesel,Mercedes-Benz
5483,Maruti Swift Dzire,552000,2016,90000,Diesel,Maruti
5484,Chevrolet Spark 1.0,110000,2008,60000,Petrol,Chevrolet
5485,Hyundai Grand i10,520000,2016,37400,Diesel,Hyundai
5486,Hyundai Creta 1.6,919999,2016,39000,Petrol,Hyundai
5487,Hyundai i20 Petrol,750000,2019,10000,Petrol,Hyundai
5488,Maruti Swift VDI,434999,2012,65230,Diesel,Maruti
5489,Hyundai i20 2015-2017,590000,2014,58000,Petrol,Hyundai
5490,Maruti Alto K10,254000,2012,60000,Petrol,Maruti
5491,Maruti Ciaz RS,650000,2016,50000,Diesel,Maruti
5492,Ford Figo Diesel,360000,2014,60000,Diesel,Ford
5493,Renault KWID RXT,325000,2015,68000,Petrol,Renault
5494,Hyundai i20 Asta,690000,2017,89823,Diesel,Hyundai
5495,Maruti Swift Dzire,625000,2015,43000,Petrol,Maruti
5496,Maruti Wagon R,390000,2013,37000,Petrol,Maruti
5497,Maruti Swift Dzire,525000,2016,20000,Petrol,Maruti
5498,Hyundai i10 Sportz,285000,2011,82000,Petrol,Hyundai
5499,Hyundai i10 Sportz,355000,2012,63000,Petrol,Hyundai
5500,Maruti Swift Dzire,390000,2014,110000,Diesel,Maruti
5501,Maruti Swift VXI,370000,2013,50000,Petrol,Maruti
5502,Maruti Swift VXI,280000,2010,85520,Petrol,Maruti
5503,Mahindra TUV 300,750000,2017,70000,Diesel,Mahindra
5504,Hyundai Verna VTVT,1170000,2019,10000,Petrol,Hyundai
5505,Mahindra Scorpio VLX,700000,2013,209000,Diesel,Mahindra
5506,Skoda Laura Ambiente,450000,2010,75000,Diesel,Skoda
5507,Mahindra XUV500 W8,825000,2013,182340,Diesel,Mahindra
5508,Ford Ecosport 1.5,800000,2015,60172,Petrol,Ford
5509,Hyundai Verna 1.6,500000,2013,66000,Diesel,Hyundai
5510,Hyundai i20 Sportz,900000,2019,47527,Diesel,Hyundai
5511,Hyundai Grand i10,390000,2015,64000,Petrol,Hyundai
5512,Hyundai Santro Xing,398000,2013,28054,Petrol,Hyundai
5513,Chevrolet Sail Hatchback,400000,2013,60000,Diesel,Chevrolet
5514,Maruti Gypsy King,351000,2000,28456,Petrol,Maruti
5515,Hyundai Xcent 1.2,550000,2018,33000,Diesel,Hyundai
5516,Honda Mobilio S,300000,2015,50000,Petrol,Honda
5517,Maruti Ritz LDi,200000,2010,120000,Diesel,Maruti
5518,Mahindra Scorpio 2.6,310000,2007,75823,Diesel,Mahindra
5519,Mahindra XUV500 AT,1275000,2016,56500,Diesel,Mahindra
5520,Toyota Fortuner 2016-2021,2700000,2018,70000,Diesel,Toyota
5521,Mahindra XUV500 W11,1550000,2018,40328,Diesel,Mahindra
5522,Volkswagen Jetta 2.0L,480000,2013,130000,Diesel,Volkswagen
5523,Hyundai Verna SX,580000,2012,91462,Diesel,Hyundai
5524,Maruti Swift Dzire,750000,2018,32000,Diesel,Maruti
5525,Ford Ecosport 1.5,575000,2013,81000,Diesel,Ford
5526,Maruti Omni 5,250000,2012,49000,Petrol,Maruti
5527,Hyundai Creta 1.6,1550000,2019,10000,Diesel,Hyundai
5528,Hyundai i10 Magna,280000,2012,54943,Petrol,Hyundai
5529,Maruti Wagon R,160000,2009,64000,LPG,Maruti
5530,Tata Safari 2005-2017,285000,2012,80000,Diesel,Tata
5531,Nissan Micra Diesel,325000,2011,79000,Diesel,Nissan
5532,Maruti Alto K10,385000,2017,25884,Petrol,Maruti
5533,Ford Figo Diesel,395000,2013,76000,Diesel,Ford
5534,BMW 5 Series,1698999,2011,136000,Diesel,BMW
5535,Maruti Baleno Delta,640000,2019,14000,Petrol,Maruti
5536,Honda BRV i-VTEC,1100000,2018,100000,Petrol,Honda
5537,Mahindra Bolero SLX,625000,2014,120000,Diesel,Mahindra
5538,Honda City i,850000,2017,71000,Petrol,Honda
5539,Toyota Innova Crysta,1950000,2016,68194,Diesel,Toyota
5540,Tata Indigo LS,114999,2004,80000,Diesel,Tata
5541,Tata Nexon 1.5,889000,2018,80000,Diesel,Tata
5542,Hyundai i10 Magna,320000,2010,52221,Petrol,Hyundai
5543,BMW X3 xDrive20d,1850000,2012,80000,Diesel,BMW
5544,Ford Freestyle Titanium,771000,2018,25000,Diesel,Ford
5545,Volkswagen Polo 2015-2019,599000,2016,98000,Diesel,Volkswagen
5546,Hyundai i20 Magna,675000,2018,26000,Petrol,Hyundai
5547,BMW X5 xDrive,3500000,2015,70000,Diesel,BMW
5548,Mahindra Bolero 2011-2019,400000,2015,120000,Diesel,Mahindra
5549,Hyundai Grand i10,375000,2017,46139,Diesel,Hyundai
5550,Jaguar XF 2.2,2400000,2015,60000,Diesel,others
5551,Hyundai i20 Asta,735000,2019,12000,Petrol,Hyundai
5552,Mahindra Bolero 2011-2019,650000,2015,61440,Diesel,Mahindra
5553,Ford Figo 1.5D,595000,2016,61706,Diesel,Ford
5554,Tata Tiago 1.2,500000,2019,6500,Petrol,Tata
5555,Mahindra XUV500 W8,760000,2013,72423,Diesel,Mahindra
5556,Hyundai Verna 1.6,520000,2013,90000,Diesel,Hyundai
5557,Tata Indica Vista,130000,2010,90000,Diesel,Tata
5558,Hyundai i20 1.4,725000,2018,60000,Diesel,Hyundai
5559,Mercedes-Benz GLE Class,5000000,2017,55000,Diesel,Mercedes-Benz
5560,Maruti Baleno Alpha,629000,2015,43642,Petrol,Maruti
5561,Maruti Alto 800,265000,2014,56000,Petrol,Maruti
5562,Toyota Innova 2.5,1299000,2015,82000,Diesel,Toyota
5563,Maruti Alto K10,315000,2014,60000,Petrol,Maruti
5564,Honda City i-DTEC,850000,2017,91000,Diesel,Honda
5565,Porsche Cayenne Diesel,4200000,2012,87000,Diesel,others
5566,Mahindra XUV500 W8,800000,2012,100000,Diesel,Mahindra
5567,Maruti Swift Dzire,650000,2018,12500,Petrol,Maruti
5568,Mahindra TUV 300,650000,2016,88000,Diesel,Mahindra
5569,Honda Amaze VX,484999,2014,78000,Diesel,Honda
5570,Volkswagen Polo Diesel,300000,2012,60000,Diesel,Volkswagen
5571,Maruti Vitara Brezza,950000,2017,30000,Diesel,Maruti
5572,Toyota Innova 2.5,1375000,2015,78000,Diesel,Toyota
5573,Mitsubishi Lancer 2.0,160000,2006,90000,Diesel,others
5574,Hyundai Creta 1.6,1025000,2016,85204,Diesel,Hyundai
5575,Maruti Swift VDI,620000,2017,100000,Diesel,Maruti
5576,Tata Tigor 1.05,600000,2017,95000,Diesel,Tata
5577,Tata Nano Cx,110000,2012,13000,Petrol,Tata
5578,Maruti Baleno Delta,625000,2016,48000,Petrol,Maruti
5579,Mahindra Xylo D4,340000,2015,185000,Diesel,Mahindra
5580,Ford Figo Diesel,220000,2012,90000,Diesel,Ford
5581,Maruti SX4 S,600000,2016,83000,Diesel,Maruti
5582,Fiat Linea T,400000,2014,50000,Petrol,others
5583,Hyundai Verna CRDi,844999,2017,40500,Diesel,Hyundai
5584,Maruti Swift VXI,550000,2018,40000,Petrol,Maruti
5585,Hyundai Creta 1.6,1310000,2018,19000,Diesel,Hyundai
5586,Hyundai Grand i10,450000,2014,33700,Diesel,Hyundai
5587,Mahindra Scorpio VLX,695000,2012,89000,Diesel,Mahindra
5588,Mahindra Bolero 2011-2019,450000,2013,108875,Diesel,Mahindra
5589,Hyundai EON Magna,310000,2013,28000,Petrol,Hyundai
5590,Hyundai Grand i10,669000,2019,35166,Petrol,Hyundai
5591,Jeep Compass 2.0,1750000,2019,13500,Diesel,others
5592,Chevrolet Beat Diesel,165000,2011,64000,Diesel,Chevrolet
5593,Tata Tigor 1.05,700000,2018,30000,Diesel,Tata
5594,Mahindra Scorpio S10,1240000,2016,65273,Diesel,Mahindra
5595,Maruti Ciaz 1.4,775000,2018,36000,Petrol,Maruti
5596,Maruti Swift Dzire,550000,2015,70000,Diesel,Maruti
5597,Maruti Swift VXI,610000,2018,7000,Petrol,Maruti
5598,Maruti Ritz LDi,475000,2016,70000,Diesel,Maruti
5599,Maruti Wagon R,340000,2015,70000,Petrol,Maruti
5600,Tata Indigo LS,200000,2010,120000,Diesel,Tata
5601,Maruti Ciaz VXi,495000,2016,67248,Petrol,Maruti
5602,Volkswagen Polo 2015-2019,690000,2018,58000,Petrol,Volkswagen
5603,Toyota Innova Crysta,1560000,2017,120000,Diesel,Toyota
5604,Maruti Ertiga VDI,835000,2017,51000,Diesel,Maruti
5605,Ford Figo Diesel,409999,2013,59000,Diesel,Ford
5606,Mahindra Bolero Power,600000,2015,120000,Diesel,Mahindra
5607,Honda Amaze S,545000,2015,48000,Diesel,Honda
5608,Maruti Alto LXi,90000,2005,90000,Petrol,Maruti
5609,Maruti Omni 8,160000,2012,90000,Petrol,Maruti
5610,Maruti Wagon R,150000,2009,100000,LPG,Maruti
5611,Maruti Swift Dzire,409999,2015,123273,Diesel,Maruti
5612,Hyundai Creta 1.6,1100000,2017,32500,Petrol,Hyundai
5613,Maruti Alto LX,150000,2006,103000,Petrol,Maruti
5614,Mahindra Bolero 2011-2019,550000,2014,78000,Diesel,Mahindra
5615,Nissan Micra Active,280000,2015,60000,Petrol,Nissan
5616,Renault KWID 1.0,310000,2017,50000,Petrol,Renault
5617,Maruti Alto K10,235000,2011,62900,Petrol,Maruti
5618,Maruti Vitara Brezza,1035000,2019,19000,Diesel,Maruti
5619,BMW 3 Series,999000,2010,141000,Diesel,BMW
5620,Renault Duster 110PS,690000,2015,70000,Diesel,Renault
5621,Audi Q3 35,1425000,2013,104000,Diesel,Audi
5622,Maruti Wagon R,484999,2017,19000,Petrol,Maruti
5623,Tata Indigo CR4,250000,2012,70000,Diesel,Tata
5624,Hyundai Creta 1.4,999000,2018,25000,Diesel,Hyundai
5625,Maruti Wagon R,375000,2014,27894,Petrol,Maruti
5626,Hyundai Verna 1.6,620000,2013,50000,Diesel,Hyundai
5627,Ford Ecosport 2015-2021,740000,2018,74000,Diesel,Ford
5628,Honda Amaze S,685000,2019,4387,Petrol,Honda
5629,Tata Indica Vista,200000,2013,90000,Diesel,Tata
5630,Maruti Ertiga VDI,770000,2015,44000,Diesel,Maruti
5631,Audi Q3 30,3050000,2018,20500,Diesel,Audi
5632,Hyundai Creta 1.6,1100000,2017,116589,Diesel,Hyundai
5633,Maruti Swift Dzire,630000,2018,35000,Petrol,Maruti
5634,Honda City 1.5,625000,2016,70900,Petrol,Honda
5635,Hyundai Xcent 1.2,550000,2017,60000,Petrol,Hyundai
5636,Maruti Vitara Brezza,789000,2016,54566,Diesel,Maruti
5637,Honda Amaze S,350000,2013,76000,Diesel,Honda
5638,Mahindra Bolero 2011-2019,409999,2015,89635,Diesel,Mahindra
5639,Hyundai Verna SX,595000,2013,87000,Diesel,Hyundai
5640,Toyota Innova 2.5,900000,2014,150000,Diesel,Toyota
5641,Hyundai Creta 1.6,1275000,2017,55321,Diesel,Hyundai
5642,BMW 3 Series,1250000,2012,158000,Diesel,BMW
5643,Maruti Alto K10,210000,2011,72715,Petrol,Maruti
5644,Maruti Swift Dzire,550000,2015,58000,Diesel,Maruti
5645,Hyundai i20 1.2,715000,2018,22218,Petrol,Hyundai
5646,Maruti Baleno Delta,850000,2020,1001,Petrol,Maruti
5647,Maruti Ciaz VDi,625000,2015,55000,Diesel,Maruti
5648,Tata Tiago 1.05,380000,2016,50500,Diesel,Tata
5649,Maruti Swift Dzire,745000,2018,61000,Diesel,Maruti
5650,Hyundai Xcent 1.1,400000,2014,55000,Diesel,Hyundai
5651,Hyundai Creta 1.4,919999,2018,30000,Diesel,Hyundai
5652,Hyundai i10 Magna,320000,2010,76602,Petrol,Hyundai
5653,Maruti Alto 800,270000,2017,70000,Petrol,Maruti
5654,Ford Freestyle Titanium,790000,2019,25000,Diesel,Ford
5655,Maruti 800 EX,42000,2000,25000,Petrol,Maruti
5656,Maruti Swift Dzire,700000,2017,77000,Diesel,Maruti
5657,Maruti Swift AMT,695000,2018,77600,Diesel,Maruti
5658,Maruti Alto 800,285000,2013,45000,Petrol,Maruti
5659,Ford Ecosport 1.5,459999,2013,233000,Diesel,Ford
5660,Maruti Swift ZDi,615000,2017,85000,Diesel,Maruti
5661,Nissan Micra Active,545000,2018,14000,Petrol,Nissan
5662,Volkswagen Polo 1.2,513999,2015,48900,Petrol,Volkswagen
5663,Renault Pulse RxL,280000,2013,110000,Diesel,Renault
5664,Mahindra Scorpio M2DI,400000,2011,60000,Diesel,Mahindra
5665,Mahindra XUV500 W6,800000,2015,58230,Diesel,Mahindra
5666,Maruti Swift Dzire,375000,2010,80000,Diesel,Maruti
5667,Maruti Baleno Delta,660000,2018,20332,Petrol,Maruti
5668,Mahindra Bolero 2011-2019,675000,2017,73435,Diesel,Mahindra
5669,Ford Ecosport 2015-2021,1135000,2018,22128,Diesel,Ford
5670,Maruti Alto 800,360000,2019,21900,Petrol,Maruti
5671,Volkswagen Vento Diesel,525000,2013,80000,Diesel,Volkswagen
5672,Honda City 1.5,350000,2008,78000,Petrol,Honda
5673,Maruti Celerio ZXI,530000,2019,25000,Petrol,Maruti
5674,Maruti Vitara Brezza,925000,2018,12000,Diesel,Maruti
5675,Maruti Alto LX,145000,2007,100000,Petrol,Maruti
5676,Hyundai i10 Magna,330000,2009,18000,Petrol,Hyundai
5677,Audi A6 35,2275000,2015,100000,Diesel,Audi
5678,Ford Fiesta Classic,325000,2012,120000,Diesel,Ford
5679,Honda City i,500000,2015,30000,Diesel,Honda
5680,Honda Amaze VX,795000,2019,10000,Diesel,Honda
5681,Maruti Swift Dzire,550000,2014,91000,Diesel,Maruti
5682,Hyundai Creta 1.4,950000,2018,90000,Diesel,Hyundai
5683,Maruti Swift LDI,480000,2015,92000,Diesel,Maruti
5684,Hyundai Creta 1.6,1095000,2016,37000,Petrol,Hyundai
5685,Honda City i,690000,2015,58972,Diesel,Honda
5686,Tata Bolt Quadrajet,425000,2018,59727,Diesel,Tata
5687,Maruti Vitara Brezza,780000,2017,53892,Diesel,Maruti
5688,Maruti Baleno Alpha,770000,2017,20000,Petrol,Maruti
5689,Maruti Baleno Zeta,790000,2019,69000,Diesel,Maruti
5690,Volkswagen Vento Diesel,490000,2013,66000,Diesel,Volkswagen
5691,Jeep Compass 2.0,1500000,2018,50000,Diesel,others
5692,Hyundai i20 2015-2017,660000,2016,54000,Diesel,Hyundai
5693,Maruti Alto K10,213000,2014,35000,Petrol,Maruti
5694,Maruti Swift Dzire,550000,2014,112000,Diesel,Maruti
5695,Maruti Alto K10,300000,2016,40000,Petrol,Maruti
5696,Maruti Swift Dzire,700000,2018,90000,Diesel,Maruti
5697,Maruti Swift Dzire,811000,2018,37000,Diesel,Maruti
5698,Hyundai Creta 1.6,1500000,2018,25000,Diesel,Hyundai
5699,Hyundai Creta 1.4,1100000,2017,53000,Diesel,Hyundai
5700,Chevrolet Enjoy TCDi,480000,2015,60000,Diesel,Chevrolet
5701,Renault Duster 110PS,894999,2016,73000,Diesel,Renault
5702,Maruti Ciaz VDi,655000,2016,115852,Diesel,Maruti
5703,Maruti Baleno Delta,578000,2019,13500,Petrol,Maruti
5704,Tata Safari 2005-2017,300000,2009,110000,Diesel,Tata
5705,Renault KWID 1.0,325000,2016,45500,Petrol,Renault
5706,Volkswagen Vento 1.5,950000,2016,55000,Diesel,Volkswagen
5707,Ford Ecosport 2015-2021,900000,2017,45000,Diesel,Ford
5708,Maruti Celerio VXI,470000,2017,9400,Petrol,Maruti
5709,Tata Nexon 1.5,775000,2018,35000,Diesel,Tata
5710,Maruti Alto 800,329000,2018,18404,Petrol,Maruti
5711,Maruti Wagon R,150000,2009,60000,Petrol,Maruti
5712,BMW X1 sDrive,2700000,2016,36806,Diesel,BMW
5713,Ford Ecosport 2015-2021,950000,2017,11000,Petrol,Ford
5714,Mitsubishi Pajero Sport,1300000,2013,91001,Diesel,others
5715,Hyundai i20 1.2,695000,2017,33000,Petrol,Hyundai
5716,Hyundai Verna 1.6,520000,2012,100000,Diesel,Hyundai
5717,Renault KWID RXT,340000,2016,15814,Petrol,Renault
5718,Honda City i,610000,2014,51000,Diesel,Honda
5719,Renault KWID RXT,325000,2018,39000,Petrol,Renault
5720,Volkswagen Vento Diesel,400000,2012,116000,Diesel,Volkswagen
5721,Maruti Swift AMT,650000,2018,46000,Diesel,Maruti
5722,Maruti Alto 800,310000,2017,60000,Petrol,Maruti
5723,Renault KWID RXT,400000,2018,26000,Petrol,Renault
5724,Renault Lodgy Stepway,350000,2017,70000,Diesel,Renault
5725,Maruti A Star,245000,2010,54000,Petrol,Maruti
5726,Renault KWID RXT,280000,2017,50000,Petrol,Renault
5727,Hyundai Grand i10,509999,2018,36717,Petrol,Hyundai
5728,Maruti Baleno Alpha,894999,2017,45000,Diesel,Maruti
5729,Honda Jazz V,641000,2017,26026,Petrol,Honda
5730,Maruti Swift Dzire,480000,2016,65000,Diesel,Maruti
5731,Jaguar XF 3.0,2500000,2013,79000,Diesel,others
5732,Skoda Superb 1.8,450000,2009,114447,Petrol,Skoda
5733,Hyundai Santro Xing,262000,2010,88290,Petrol,Hyundai
5734,Toyota Innova 2.5,980000,2013,100000,Diesel,Toyota
5735,Mahindra Scorpio VLX,540000,2011,87563,Diesel,Mahindra
5736,Maruti Alto 800,310000,2018,20000,Petrol,Maruti
5737,Maruti Wagon R,380000,2015,70000,Petrol,Maruti
5738,Mahindra KUV100 NXT,480000,2019,17000,Petrol,Mahindra
5739,Maruti SX4 S,830000,2016,57417,Diesel,Maruti
5740,Ford Ecosport 1.5,750000,2015,16000,Diesel,Ford
5741,Nissan Terrano XV,565000,2015,130000,Diesel,Nissan
5742,Hyundai Grand i10,550000,2017,45000,Diesel,Hyundai
5743,Maruti Vitara Brezza,615000,2016,60000,Diesel,Maruti
5744,Tata Safari 2005-2017,270000,2011,120000,Diesel,Tata
5745,Maruti S-Cross 2017-2020,1050000,2019,3519,Diesel,Maruti
5746,Hyundai i10 Magna,185000,2008,82000,Petrol,Hyundai
5747,Chevrolet Cruze LTZ,380000,2011,100000,Diesel,Chevrolet
5748,Ford Aspire 1.2,530000,2018,50000,Petrol,Ford
5749,Mahindra XUV500 W10,1300000,2017,43000,Diesel,Mahindra
5750,Ford Freestyle Trend,670000,2019,5000,Petrol,Ford
5751,Maruti Ciaz ZDi,780000,2016,45000,Diesel,Maruti
5752,Mahindra Bolero SLX,450000,2011,120000,Diesel,Mahindra
5753,Maruti Ciaz VDi,725000,2016,66000,Diesel,Maruti
5754,Hyundai i20 1.4,320000,2011,100000,Diesel,Hyundai
5755,Volkswagen Ameo 1.2,525000,2016,85000,Petrol,Volkswagen
5756,Tata Safari 2005-2017,120000,2009,270000,Diesel,Tata
5757,Hyundai i10 Era,240000,2010,60000,Petrol,Hyundai
5758,Mahindra Scorpio EX,372000,2012,120000,Diesel,Mahindra
5759,Maruti Swift AMT,825000,2019,30000,Diesel,Maruti
5760,Maruti Alto LX,106000,2009,60000,Petrol,Maruti
5761,Maruti Swift Vdi,295000,2008,96000,Diesel,Maruti
5762,Honda City 1.5,365000,2008,90000,Petrol,Honda
5763,Honda Mobilio S,700000,2014,120000,Diesel,Honda
5764,Tata Safari Storme,750000,2013,80000,Diesel,Tata
5765,Volvo V40 Cross,1550000,2015,39000,Diesel,others
5766,Maruti Baleno Delta,650000,2019,10000,Petrol,Maruti
5767,Audi S4 3.0,2600000,2013,65000,Petrol,Audi
5768,Ford Figo Diesel,250000,2012,76000,Diesel,Ford
5769,Ford Fiesta 1.4,248000,2010,90000,Diesel,Ford
5770,Hyundai Santro GLS,35000,2002,60000,Petrol,Hyundai
5771,Maruti Ritz ZXI,225000,2010,73000,Petrol,Maruti
5772,Hyundai i20 Magna,650000,2018,38000,Petrol,Hyundai
5773,Hyundai i20 1.4,475000,2012,79975,Diesel,Hyundai
5774,Toyota Etios GD,560000,2016,81475,Diesel,Toyota
5775,Maruti Celerio VXI,385000,2014,86000,Petrol,Maruti
5776,Maruti Baleno Delta,700000,2018,35000,Diesel,Maruti
5777,Toyota Innova Crysta,1850000,2017,86032,Diesel,Toyota
5778,Chevrolet Beat LT,220000,2014,90000,Petrol,Chevrolet
5779,Maruti Wagon R,500000,2016,31200,Petrol,Maruti
5780,Maruti Alto 800,275000,2016,60000,Petrol,Maruti
5781,Maruti Ertiga SHVS,700000,2015,72000,Diesel,Maruti
5782,Hyundai i20 Asta,785000,2018,26830,Diesel,Hyundai
5783,Honda City i,940000,2017,50950,Petrol,Honda
5784,Chevrolet Spark 1.0,204999,2012,36000,Petrol,Chevrolet
5785,Hyundai Xcent 1.1,530000,2015,70000,Diesel,Hyundai
